,Price,MA 7,MA 20,MA 50,RSI 7,RSI 14,RSI 21,Gain,Loss,Average Gain (7),Average Loss (7),Average Gain (14),Average Loss (14),Average Gain (21),Average Loss (21)
2969,40378.20255,38223.27889,36929.61983,44399.3548,63.98678997,52.75589294,42.50299372,0,246.3105035,942.4416768,530.4274532,825.6683704,739.4048838,707.8190725,957.5202615
2970,38321.45466,38332.96616,36913.54779,44065.94759,51.9062735,47.91247805,42.92275426,0,2056.747893,807.8071515,748.4732304,766.6920583,833.500813,712.5804096,947.5656409
2971,38193.61914,38517.29677,37037.7177,43733.6077,51.20525901,47.61984471,43.24686648,0,127.8355146,692.4061299,659.8106995,711.9283398,783.0961488,711.6197296,933.8630247
2972,35881.11137,38316.10803,37093.0193,43379.29585,39.84762123,42.55629213,43.09968685,0,2312.507771,593.4909685,895.9102811,661.0763155,892.3398361,705.9945505,932.0557512
2973,35581.64227,38304.03553,37086.36381,42934.35846,38.55558021,41.93443355,42.92376342,0,299.4691036,508.7065444,810.7043986,613.8565787,849.9919266,696.5998836,926.2771153
2974,35787.07741,37823.94578,37008.68371,42493.84062,40.10975369,42.5545749,42.82664182,205.4351375,0,465.3820577,694.8894845,584.6836186,789.2782176,685.5895109,915.2586567
2975,31711.93547,36550.72041,36760.27708,41996.06443,25.29990246,34.6492673,42.00404316,0,4075.141938,398.8989066,1177.782692,542.920503,1023.982769,671.9375774,927.7598013
2976,32507.73871,35426.36843,36501.37811,41502.21319,31.09623639,37.10638914,41.52640509,795.8032393,0,455.5995256,1009.528022,560.9835556,950.8411427,661.6357654,931.6535261
2977,33702.61779,34766.53459,36228.9432,41106.97815,39.34123922,40.71096017,41.43277432,1194.879087,0,561.2108914,865.309733,606.2618078,882.9239182,656.8536285,928.4942978
2978,34675.44911,34263.93887,36115.77963,40651.84512,45.53207221,43.54774638,41.60157599,972.8313116,0,620.0138086,741.6940568,632.4453438,819.857924,655.0993514,919.5990482
2979,31943.13647,33701.37103,35935.58716,40160.55266,34.12118722,38.04225623,41.24907224,0,2732.312637,531.4404074,1026.06814,587.2706764,956.4618321,649.2108302,924.669005
2980,32023.9739,33193.13269,35745.06213,39653.80076,34.686171,38.29082517,40.97984028,80.83743391,0,467.068554,879.486977,551.0968734,888.1431298,640.5373885,922.5174798
2981,34607.29327,33024.5921,35802.85762,39170.50899,50.51023343,45.77738024,41.42264442,2583.319372,0,769.3900995,753.8459802,696.2556233,824.7043348,646.6732319,914.4855037
2982,34556.84213,33431.00734,35852.8422,38697.36731,50.23293898,45.66087267,41.77814255,0,50.45114714,659.4772281,653.3610041,646.5230788,769.4005357,647.282946,902.0510037
2983,35968.99367,33925.47233,35773.60969,38298.71383,57.79858254,49.53263556,42.43605342,1412.151541,0,767.00213,560.0237178,701.2108261,714.4433546,652.9838595,885.7639901
2984,35171.4863,34135.31069,35687.01876,37863.56411,52.53641686,47.47531472,42.83070974,0,797.5073631,657.4303971,593.9499528,651.1243385,720.3764981,653.1955994,871.8680835
2985,33677.56624,33992.756,35506.42545,37537.02019,43.81797152,43.80493518,42.8706517,0,1493.920069,563.511769,722.5171123,604.6154572,775.6296103,648.9249408,864.7561325
2986,33950.78656,34279.56315,35420.65729,37216.58001,45.73927776,44.64778165,42.9748722,273.2203193,0,522.0415619,619.300382,580.9443759,720.2274953,642.8828752,853.0677635
2987,34729.89078,34666.12271,35199.76654,36912.91257,51.28194117,47.0850102,43.26676955,779.1042228,0,558.7647991,530.8288988,595.0986507,668.7826742,638.8772525,837.7230556
2988,35394.21307,34778.53982,34938.25154,36685.17878,55.77583339,49.14134602,43.68789117,664.3222961,0,573.8444416,454.996199,600.0431968,621.0124832,635.780452,819.4979672
2989,33928.13422,34688.7244,34615.74813,36432.04018,45.07149296,44.98644936,43.737894,0,1466.078856,491.8666642,599.4365785,557.1829684,681.3743669,628.9274145,809.0188535
2990,34149.98981,34428.86671,34407.17488,36239.42347,46.87160841,45.7341666,43.83984522,221.8555964,0,453.2936545,513.8027816,533.2310133,632.7047693,620.5639021,794.9609453
2991,33932.25464,34251.83362,34194.10666,36056.24773,45.17641473,45.08649172,43.87925174,0,217.7351765,388.5374182,471.5074094,495.1430838,603.0640841,609.5150219,779.5583959
2992,32933.5782,34145.54961,34046.73,35969.17147,37.85103383,42.13881725,43.69419662,0,998.676439,333.0320727,546.8172708,459.7757206,631.3221094,596.3491672,768.4754852
2993,33971.29775,34148.47978,33966.21277,35839.84282,48.06079793,46.08335244,43.83393368,1037.71955,0,433.7017124,468.7005178,501.0574228,586.227673,588.6040503,754.2004868
2994,33704.53847,34002.00088,33862.08583,35767.14091,45.80410474,45.22974753,43.89172612,0,266.7592754,371.7443249,439.8517689,465.2676069,563.4085018,578.2773967,739.2315002
2995,34299.93802,33845.67587,33991.48596,35702.73331,51.70865228,47.56435106,44.11666381,595.3995421,0,403.6950702,377.0158019,474.5627451,523.1650374,569.9639526,721.9831336
2996,33262.65435,33750.60732,34029.23174,35668.43584,42.33417323,44.04217637,44.06200718,0,1037.283664,346.0243459,471.3397822,440.6654062,559.8877964,559.3001618,710.0477359
2997,32676.3838,33540.09218,33977.92004,35549.11467,37.81373227,42.14268743,43.87474718,0,586.2705515,296.5922965,487.7584635,409.1893057,561.7722789,546.7902634,699.4625325
2998,32878.50187,33389.55607,33888.07268,35442.46861,40.37453066,43.05452807,43.77897566,202.1180726,0,283.0959788,418.078683,394.3985034,521.6456876,534.2333927,686.0633016
2999,31726.03883,33217.05044,33877.21779,35288.8507,31.69273968,39.25553797,43.41134836,0,1152.46304,242.6536961,522.990734,366.2271817,566.7040699,520.3486453,678.2979412
3000,31399.65313,32849.67264,33846.00176,35143.98585,29.59039683,38.22679698,43.01765726,0,326.3857052,207.9888824,494.9043013,340.0680973,549.5384724,505.4743708,669.5649107
3001,31588.67135,32547.40591,33695.07066,35061.55486,32.61072329,39.22019129,42.74617323,189.0182223,0,205.2787881,424.2036868,329.2788205,510.2857244,491.1793431,657.8810429
3002,31919.39392,32207.32818,33563.19825,35004.44115,38.03653408,41.00775416,42.6289114,330.7225715,0,223.1993286,363.6031601,329.3819456,473.836744,478.41839,643.8678104
3003,30928.21191,31873.8364,33311.15916,34908.71035,29.68078187,37.45260157,42.26746133,0,991.1820137,191.3137102,453.2572821,305.8546637,510.7899776,464.7467386,634.7911186
3004,29971.90378,31487.48211,33051.18004,34761.33484,23.79654936,34.35770903,41.70624119,0,956.3081252,163.9831802,525.1216882,284.007902,542.6127024,450.4246644,629.5687648
3005,32383.78113,31416.80772,32986.49078,34675.4091,51.87158061,46.39007061,42.12810695,2411.877343,0,485.1109178,450.1043042,435.9985764,503.8546523,452.0763907,621.0228381
3006,32409.49977,31514.445,32909.42644,34569.88473,52.09116467,46.50268053,42.48841702,25.71864021,0,419.4834496,385.8036893,406.6928667,467.8650342,450.5243459,609.8219262
3007,33455.55127,31808.14473,32845.70947,34455.96943,60.61736973,51.01009739,43.17888861,1046.051506,0,508.9931718,330.6888766,452.3613409,434.4461032,453.3085757,596.5298762
3008,34213.59993,32183.13453,32786.67881,34401.46702,65.76802951,54.03265,44.03590781,758.0486595,0,544.5725272,283.4476085,474.1961494,403.4142387,457.6544782,581.6211968
3009,35456.12466,32688.38178,32863.07833,34399.6498,72.6166042,58.54719379,45.20593921,1242.524729,0,644.2799846,242.955093,529.0767622,374.5989359,466.5414071,565.4942395
3010,37281.91809,33596.05409,33019.67474,34428.59867,79.60988973,64.12304593,46.82800644,1825.793431,0,813.0676198,208.2472226,621.6993814,347.8418691,483.0426553,548.4824768
3011,39076.59377,34896.72409,33276.8917,34541.10288,84.22880245,68.59479988,48.77311505,1794.675678,0,953.2973425,178.4976193,705.4834026,322.9960213,505.4357356,530.8641502
3012,40031.19824,35989.21225,33631.7727,34670.58383,86.17257627,70.68763658,50.66854024,954.6044738,0,953.4840755,152.9979594,723.2777648,299.9248769,526.7713709,512.8705221
3013,39977.75694,37070.39184,33932.09566,34719.06609,85.48444934,70.40477486,52.1989942,0,53.44130522,817.2720647,138.7755803,671.6150674,282.3189075,540.6047372,495.0564773
3014,41936.26148,38281.92187,34343.68181,34819.72522,89.17899725,74.44125194,54.0626283,1958.504539,0,980.3052754,118.9504974,763.5357439,262.1532713,561.5428581,477.1466687
3015,41754.1666,39359.14568,34716.39324,34909.01991,86.78302116,73.43834293,55.51975843,0,182.0948743,840.2616646,127.9711226,708.9974765,256.4348143,574.8151822,460.5192617
3016,39914.82976,39996.10356,35049.00201,34993.99351,65.91378745,64.05138969,56.04075105,0,1839.336846,720.224284,372.4519402,658.3547996,369.4992452,581.7394252,456.3255798
3017,39278.76651,40281.36761,35379.12115,34996.61472,60.08444445,61.14095588,56.23143095,0,636.0632504,617.3351006,410.1106988,611.3294568,388.5395312,583.4344573,454.1248711
3018,38368.35401,40180.19051,35653.61375,34951.49154,52.35286082,57.13889581,56.0512917,0,910.4124961,529.1443719,481.5823842,567.663067,425.8161716,580.8492152,455.4323718
3019,39751.58458,40140.2457,36054.89104,34938.95918,61.2022966,61.28527147,56.30280504,1383.230563,0,651.1566849,412.7849007,625.9178882,395.4007308,584.1971899,453.4015398
3020,40825.38194,40261.33498,36526.17748,34989.03773,66.78877578,64.18206953,56.81483961,1073.797365,0,711.533925,353.8156292,657.9092794,367.1578214,590.260844,448.6593536
3021,42802.13717,40385.03151,37086.85077,35081.20809,74.63339496,68.8089404,57.78430465,1976.755234,0,892.2798263,303.2705393,752.1125619,340.9322628,604.6427003,441.7360767
3022,44647.5776,40798.37594,37723.25996,35256.53741,79.82398088,72.39418857,59.06247263,1845.440428,0,1028.445627,259.9461765,830.2074095,316.5799583,624.823792,433.0794148
3023,43753.21786,41346.7171,38364.51026,35419.96893,71.54644457,68.29698519,59.74944927,0,894.3597404,881.5248228,350.5766857,770.9068802,357.8499427,637.0476506,429.1507134
3024,46311.0019,42351.32215,39181.46516,35630.44741,78.86053249,73.00283713,60.94380289,2557.784036,0,1120.990425,300.494302,898.5409628,332.2892325,660.0925446,423.0242176
3025,45639.51402,43390.0593,39844.25181,35908.99899,73.10492258,70.06259626,61.63945935,0,671.4878797,960.8489354,353.4933845,834.3594654,356.5177073,674.4142775,419.7132256
3026,45652.06013,44232.98437,40506.37982,36171.88541,73.14764262,70.08683784,62.20377857,12.54610616,0,825.3771027,302.9943296,775.6585112,331.0521568,681.6029835,414.1551829
3027,44495.20979,44757.2455,41058.36275,36387.73725,62.47273003,64.87070832,62.21699345,0,1156.850332,707.466088,424.9737585,720.2543318,390.0377407,682.8345599,414.6703532
3028,47717.27053,45459.4074,41733.54628,36648.57368,74.54408539,71.28153884,62.97143074,3222.060734,0,1066.693895,364.2632215,898.9547892,362.1779021,701.1135758,412.2700136
3029,47088.85313,45808.16105,42315.1827,36951.48802,69.46008432,68.65014695,63.33358633,0,628.4173932,914.3090525,401.9995318,834.7437328,381.1950086,711.2657414,411.780943
3030,47025.00323,46275.55896,42802.33696,37251.5086,68.9030401,68.37396457,63.60202147,0,63.8499044,783.6934736,353.6924422,775.1191805,358.5275012,714.714681,409.0148239
3031,46031.75754,46235.66691,43150.09515,37479.99789,60.14869258,64.05677905,63.43854406,0,993.2456865,671.7372631,445.0571913,719.7535247,403.8645144,712.6681373,410.7311271
3032,44534.45485,46077.80132,43375.25798,37679.55014,49.16308187,58.10109231,62.73129546,0,1497.302689,575.7747969,595.3779768,668.3425587,481.9672412,706.1494068,419.5238343
3033,45015.46555,45986.85923,43627.14341,37860.47958,52.42005281,59.40681132,62.2623976,481.0106919,0,562.2370676,510.3239801,654.961711,447.5410097,699.2964383,423.8476507
3034,46745.03462,46308.26278,43867.58207,38091.95055,62.49885952,63.77789009,62.27407013,1729.569077,0,728.9987832,437.4205544,731.71938,415.5737947,700.7108356,424.4939795
3035,49195.8786,46519.4925,44239.66767,38402.31679,72.22538537,68.88997707,62.83721941,2450.843979,0,974.9766683,374.9319037,854.5139942,385.8899522,713.7711134,422.1338806
3036,48933.68915,46783.04051,44690.61064,38701.97485,69.9606703,67.7877778,63.19306103,0,262.1894506,835.6942872,358.825839,793.4772804,377.0542021,719.5769788,419.119212
3037,49250.54487,47100.97503,45189.19955,38992.38793,71.23247192,68.44483852,63.55355379,316.8557184,0,761.5744916,307.5650049,759.4328831,350.1217591,721.5768604,413.8071069
3038,49518.57749,47599.09216,45746.71073,39274.87522,72.38626308,69.02050369,63.90992331,268.0326182,0,691.0685097,263.627147,724.3328641,325.113062,720.1240818,406.6556802
3039,47940.60791,48085.68546,46156.1619,39555.12469,56.75238997,61.86499979,63.59309639,0,1577.969573,592.3444369,451.3903507,672.5948024,414.6028128,714.0393368,408.7859026
3040,49002.70377,48655.29092,46565.02799,39852.17897,63.02354547,64.53043273,63.56773973,1062.095851,0,659.4517818,386.9060149,700.4163059,384.9883262,711.4399294,407.7440032
3041,47229.07065,48724.43892,46786.37466,40118.11529,49.14082032,57.32481191,62.86260363,0,1773.633115,565.2443844,585.0098864,650.3865698,484.1772397,704.4782368,416.1852357
3042,49083.10331,48708.32816,47008.15095,40441.10579,59.91050249,62.09018361,62.70656659,1854.032655,0,749.3569945,501.4370455,736.3612902,449.5931511,706.6153205,420.2448457
3043,48936.53725,48708.73504,47267.31691,40740.41058,58.76287908,61.50547991,62.52414632,0,146.5660517,642.3059953,450.7411892,683.7640551,427.9483583,703.5529717,421.6970526
3044,48907.27073,48659.69587,47397.13036,41044.46523,58.50181309,61.38118008,62.36269795,0,29.26652308,550.5479959,390.5305226,634.9237655,399.4710844,696.2670204,420.2129321
3045,47124.25422,48317.64969,47471.36737,41300.95155,44.46185451,54.19519304,61.5504542,0,1783.016506,471.8982822,589.4570917,589.572068,498.2957574,685.5827948,428.2721778
3046,47335.4203,48231.19432,47555.53538,41582.40687,46.24438079,54.86906746,60.93081449,211.1660745,0,434.650824,505.2489358,562.5430684,462.7032033,673.6336533,431.9377377
3047,48823.05521,48205.53024,47771.92765,41905.3403,57.46486069,59.40059364,60.77824564,1487.63491,0,585.0771221,433.0705164,628.6210571,429.6529745,669.4166757,431.9916795
3048,49338.78465,48506.91795,47853.00335,42234.54595,60.77624147,60.86755091,60.77816309,515.7294422,0,575.1703106,371.2032998,620.5573704,398.9634763,664.9287535,429.0969948
3049,49934.52828,48628.55009,47995.28711,42598.71574,64.5007169,62.55085229,60.92464829,595.7436245,0,578.1093555,318.1742569,618.7849599,370.4660851,660.7944965,423.8149597
3050,50013.02995,48782.33476,48144.68845,42970.98328,65.01146638,62.77806258,61.06640477,78.50167066,0,506.7368291,272.7207917,580.1932964,344.0042219,653.4584171,416.6199993
3051,51696.20643,49180.75415,48427.91089,43373.13398,74.27130873,67.35188793,61.60416284,1683.176484,0,674.799637,233.7606786,658.9778098,319.4324918,654.4746656,407.9124126
3052,52739.80017,49982.975,48838.17816,43789.54211,78.40533251,69.82747787,62.30714198,1043.593735,0,727.4845081,200.3662959,686.4503759,296.6158852,657.9513248,398.0292642
3053,46995.16417,49934.36698,48937.16309,44110.88115,38.58740329,48.17326321,60.62122816,0,5744.635995,623.5581498,992.4048244,637.4182062,685.7601788,656.3135546,426.3328623
3054,46085.02862,49543.22032,48904.16279,44433.14365,35.27606494,45.75246374,58.96372074,0,910.1355552,534.4784141,980.6520717,591.8883343,701.7869914,650.5118812,452.7290151
3055,46518.94119,49140.38554,48770.31592,44715.84685,38.2246662,47.11689154,57.75909163,433.9125708,0,520.1118651,840.5589186,580.6043512,651.6593492,644.3023566,471.1971057
3056,44802.6064,48407.25385,48563.76178,44963.70898,31.58459158,42.55727038,56.20165094,0,1716.334784,445.8101701,965.6697565,539.1326119,727.7075945,634.8503477,494.7434224
3057,45196.48828,47719.17646,48361.05895,45198.52772,34.62513256,43.89901931,55.05661626,393.8818751,0,438.3918422,827.7169341,528.7575592,675.7284806,625.4951808,510.5993039
3058,46195.2183,46933.32102,48194.89099,45438.16009,42.22128567,47.2627445,54.39854592,998.7300233,0,518.4401538,709.4716578,562.3270209,627.4621606,620.3973224,520.069416
3059,45139.83397,45847.61156,48054.85229,45631.83427,36.93095569,44.24383536,53.52324959,0,1055.384332,444.3772747,758.8877542,522.1608052,658.02803,612.0154154,531.4417179
3060,47135.432,45867.64982,47961.4887,45828.90455,50.58889275,50.66133177,53.3635285,1995.598027,0,665.9802393,650.4752179,627.406321,611.0260278,614.5851689,537.1099798
3061,48186.53276,46167.8647,48009.36181,46011.10333,56.39191159,53.68510616,53.52278567,1051.100761,0,720.9974567,557.5501867,657.6702096,567.3813116,619.6524207,538.0833229
3062,47879.47344,46362.22645,47949.18032,46168.06884,54.22157909,52.66959534,53.55556922,0,307.0593171,617.9978201,521.7657768,610.6937661,548.7868834,619.5736302,537.3062969
3063,47228.65822,46708.80528,47863.78636,46313.08686,49.50982058,50.48961342,53.37675686,0,650.8152237,529.7124172,540.2014121,567.0727828,556.074622,615.2945248,537.4441596
3064,48266.62707,47147.39654,47831.75418,46439.69417,56.53731938,53.77566859,53.51635424,1037.968857,0,602.32048,463.0297818,600.7082166,516.3550061,614.6767131,533.9006178
3065,47371.03933,47315.37097,47844.09344,46552.03163,49.58942026,50.65187344,53.34609707,0,895.5877404,516.2746971,524.8237759,557.8004869,543.4430586,609.9909028,533.4683872
3066,42932.9466,47000.10134,47623.96975,46612.39396,28.99148263,38.66538473,51.82227616,0,4438.092736,442.5211689,1083.862199,517.9575949,821.6323213,602.0161536,559.6776163
3067,40386.62364,46035.98586,47202.14817,46634.55111,22.6844297,33.7330368,49.86607513,0,2546.322961,379.3038591,1292.785165,480.9606239,944.8245098,591.4108063,594.5874996
3068,43587.22305,45378.94162,46914.57009,46738.92849,41.38417062,43.49085311,49.2399784,3200.599415,0,782.3460814,1108.10157,675.2205375,877.3370448,600.5029622,619.0405505
3069,44980.89821,44964.85945,46666.88859,46843.51476,47.79820247,47.14083563,49.13989264,1393.675164,0,869.6788075,949.8013455,726.5387252,814.670113,613.3208596,634.7910646
3070,42752.16815,44325.36087,46303.8455,46882.05049,39.69441096,42.42191281,48.47901452,0,2228.73006,745.4389779,1132.505448,674.6431019,915.674395,619.6121986,658.4917495
3071,42856.85516,43552.53631,45861.87794,46883.14485,40.24954774,42.71200047,47.98723833,104.6870097,0,653.9029824,970.7189551,633.9319525,850.2690811,621.245093,673.3597117
3072,43336.86123,42976.22515,45391.73099,46856.93052,43.05374361,44.10260055,47.72370955,480.006069,0,629.0605662,832.0448187,622.9372465,789.5355753,621.6172584,680.9161453
3073,42247.35573,42878.2836,45154.34057,46826.81327,38.29454771,41.63237203,47.24020336,0,1089.505504,539.1947711,868.8249166,578.4417289,810.9619988,617.6923781,689.8641821
3074,41010.3752,42967.39096,44900.6079,46720.80074,33.40356914,38.96395281,46.54492957,0,1236.980531,462.1669466,921.4185758,537.1244626,841.3918939,610.2864052,700.8905818
3075,41587.66786,42681.74022,44654.04423,46639.76382,37.7336144,40.86878858,46.13840027,577.292664,0,478.6134777,789.7873507,539.9936198,781.2924729,604.0162658,705.1237612
3076,43859.32615,42521.51564,44606.88022,46603.90914,52.04721947,47.77558101,46.44069278,2271.658285,0,734.7627358,676.9605863,663.683953,725.4858677,610.2422881,703.7826577
3077,48181.87627,43297.18823,44756.14962,46677.64247,68.24983644,57.86159261,47.85870003,4322.550125,0,1247.303791,580.2519311,925.0315368,673.6654486,640.5785502,697.9002421
3078,47777.76202,44000.17492,44835.2768,46678.8523,65.82397282,56.7579677,48.88636588,0,404.1142535,1069.117536,555.0894057,858.9578556,654.4117918,660.9851686,691.0997261
3079,48282.97114,44706.76205,44992.43366,46702.73466,67.50839051,57.84059089,49.84297564,505.2091195,0,988.5591904,475.7909192,833.6900887,607.6680924,676.5839315,680.8469258
3080,49260.23232,45708.60157,45098.67368,46747.43924,70.76062977,59.93041723,50.86511209,977.2611826,0,986.9451893,407.8207879,843.9451668,564.2632286,691.363039,667.8456811
3081,51668.99422,47231.26143,45272.79675,46860.18397,77.2956899,64.58964435,52.28181592,2408.761903,0,1190.061863,349.5606753,955.7177909,523.9587123,715.110602,652.6892523
3082,55415.00574,49206.59541,45649.57337,47077.79499,83.84623412,70.36149708,54.28608518,3746.011518,0,1555.197528,299.623436,1155.024486,486.53309,755.1147414,635.8765943
3083,53894.59599,50640.20539,45982.87026,47255.3776,73.76818446,65.6819159,55.47436736,0,1520.409748,1333.026452,474.0214805,1072.522737,560.3814227,782.6343466,628.169208
3084,54010.93747,51472.92842,46270.08578,47400.69566,74.0466726,65.86897544,56.45065126,116.3414792,0,1159.214313,406.3041261,1004.224075,520.3541782,800.566726,617.6042041
3085,55125.46034,52522.5996,46657.80683,47519.28729,76.79948814,67.68610233,57.47345212,1114.522864,0,1152.829821,348.2606795,1012.10256,483.1860226,817.3411591,604.778322
3086,54711.8696,53441.01367,47246.75298,47634.8509,73.42760849,66.27597425,58.19421056,0,413.590741,988.1398462,357.5935455,939.8095203,478.2149311,825.4744299,593.0076183
3087,57572.51086,54628.48203,48106.04734,47801.29022,80.37902964,70.80626421,59.35204271,2860.641259,0,1255.640048,306.5087533,1077.011787,444.0567217,845.9585069,579.3648152
3088,56335.03546,55295.05935,48743.43796,47937.61938,71.00451317,66.63609223,59.94035434,0,1237.475395,1076.262898,439.5039878,1000.082374,500.7294841,856.9253827,572.7047758
3089,57487.98588,55591.19937,49368.79234,48128.56694,74.26679079,68.4976802,60.63813878,1152.95042,0,1087.218259,376.7177038,1011.00152,464.9630924,867.8917101,563.3720581
3090,57452.43179,56099.46163,50103.80552,48297.5615,73.96738749,68.37099024,61.20006566,0,35.55409539,931.9013644,327.9800455,938.7871258,434.2910212,870.9397889,552.1629146
3091,61809.02394,57213.47398,51051.41396,48589.16057,83.48523004,74.5761115,62.45768835,4356.592159,0,1421.142907,281.1257533,1182.916057,403.2702339,897.1399374,539.2563832
3092,61165.63564,58076.35617,51942.85268,48830.81121,78.53787634,72.31962983,63.28137582,0,643.3883022,1218.122491,332.877546,1098.422053,420.4215245,912.4248209,529.4288195
3093,61583.77444,59058.05686,52909.67362,49083.75596,79.46074947,72.89366029,64.02496106,418.1387975,0,1103.839107,285.3236108,1049.830392,390.3914156,921.5397869,517.8047619
3094,62017.97273,59693.12284,53960.05349,49345.97,80.47773314,73.50802976,64.71108911,434.1982856,0,1008.176132,244.563095,1005.85667,362.5063145,925.6653271,504.793254
3095,64517.64856,60862.06757,55106.55253,49693.83788,85.3498175,76.77203064,65.69415688,2499.675835,0,1221.247518,209.62551,1112.558039,336.6130063,939.7406696,490.7376471
3096,66237.51755,62112.00066,56225.4621,50071.87983,87.79485705,78.71516427,66.77573471,1719.86899,0,1292.479157,179.6790086,1155.937392,312.5692202,956.5377404,475.925331
3097,62541.08693,62838.9514,56943.42263,50346.24046,61.89352692,65.94626395,66.48864678,0,3696.430617,1107.839277,682.0720955,1073.370436,554.2736057,963.7425755,485.7418436
3098,61029.27093,62727.55811,57605.99808,50580.05019,54.25582768,61.54867285,65.7921677,0,1511.816001,949.5765235,800.6069392,996.7011189,622.6694911,963.0680016,500.7354196
3099,61572.14043,62785.63022,58270.45654,50812.80243,56.50439549,62.51530193,65.31723684,542.8695024,0,891.4755205,686.2345193,964.2845749,578.1930988,959.6588358,509.56871
3100,61173.16639,62726.97193,58866.10325,51036.00516,54.21922045,61.29571567,64.80932252,0,398.9740435,764.1218747,645.1973085,895.4071053,565.3917378,950.347552,516.0272147
3101,63228.21383,62899.86352,59444.06423,51266.64531,63.17003473,65.07511724,64.72947906,2055.047435,0,948.5398119,553.0262644,978.2385574,525.0066136,950.2614691,517.7890742
3102,60604.18889,62340.79785,59703.52338,51423.93308,48.92145378,57.37155791,63.88263343,0,2624.024938,813.0341245,848.8832178,908.3643747,674.9364939,943.7268337,533.555462
3103,58641.00147,61255.58127,59940.84366,51656.84983,40.87415884,52.37596546,62.62734768,0,1963.187414,696.8863924,1008.069531,843.4812051,766.9544168,931.9725269,556.1513701
3104,60767.55585,61002.21969,60278.67458,51950.50037,51.04989259,56.76735147,61.97914416,2126.554378,0,901.1246761,864.0595984,935.1292889,712.1719584,930.5035816,570.8136667
3105,62283.19806,61181.35213,60636.56146,52265.78551,57.17795023,59.62490189,61.71765448,1515.642204,0,988.9128943,740.6225129,976.5944971,661.3025328,933.2849775,578.8998022
3106,61837.257,61219.22593,60992.83083,52606.47852,54.82207536,58.40176937,61.38227391,0,445.9410529,847.6396237,698.5251615,906.8377473,645.91957,929.2066273,584.5962479
3107,61471.86846,61261.89765,61187.79871,52931.98613,52.74464595,57.36342113,61.00638606,0,365.3885402,726.5482489,650.9342156,842.0636225,625.8816393,919.5562283,587.7551987
3108,61121.8312,60960.98585,61427.1385,53230.51838,50.60155401,56.33017879,60.59827497,0,350.0372617,622.7556419,607.9489365,781.9162209,606.1784695,905.4228671,588.7168053
3109,63247.20896,61338.56014,61715.09965,53592.66588,61.64200794,60.93166941,60.64366125,2125.37776,0,837.4159445,521.0990884,877.8777594,562.8800074,902.1844422,585.496914
3110,63130.94235,61979.98027,61999.02518,53912.57609,60.77511573,60.55576606,60.64868004,0,116.2666096,717.7850953,463.2658771,815.1722052,530.9790504,893.4035209,579.6763884
3111,61601.74357,62099.14994,61988.66116,54180.88031,49.9879086,55.68945674,60.22117555,0,1529.19878,615.2443674,615.5420061,756.9456191,602.2804596,880.1578469,581.384275
3112,61247.38494,61951.17664,61992.74863,54448.23854,47.69905075,54.59459912,59.76481851,0,354.3586299,527.3523149,578.2300952,702.8780749,584.5717575,863.3575835,581.234076
3113,61661.35866,61926.04831,61996.62784,54736.89255,50.77124889,55.69056078,59.4619765,413.9737215,0,511.155373,495.6257959,682.2420496,542.8166319,846.5860497,577.1574912
3114,63153.23019,62166.24284,62053.39071,55034.62461,60.52131877,59.48579435,59.5005518,1491.871529,0,651.257681,424.8221107,740.0727267,504.0440154,837.2846988,569.9034255
3115,67617.01554,63094.12632,62208.35906,55439.54413,76.6586903,68.24889279,60.40169385,4463.785352,0,1195.904491,364.1332378,1006.0522,468.0408714,854.3618318,560.1048451
3116,67145.37494,63651.00717,62253.75193,55923.7927,72.98132653,66.60951442,60.99672387,0,471.6406095,1025.060992,379.4914337,934.1913285,468.2979956,862.4903632,551.5042065
3117,65061.05441,63926.73747,62379.7503,56417.28131,58.51007864,59.77593893,60.87134085,0,2084.320528,878.6237078,623.0384473,867.4633765,583.7281765,863.2586177,554.9105989
3118,65005.64516,64413.00912,62578.56902,56845.64976,58.15245451,59.60088701,60.75261895,0,55.4092474,753.1060353,541.9485616,805.5017067,545.9911101,858.0132567,554.293359
3119,64432.04795,64867.96098,62721.56439,57234.67275,54.15480512,57.71658478,60.48546457,0,573.5972122,645.5194588,546.4697974,747.9658706,547.9629746,847.8945044,553.9208085
3120,64660.33535,65296.38622,62895.92284,57672.8361,55.57290329,58.28188881,60.30742096,228.2874053,0,585.9148797,468.4026835,710.8459802,508.8227621,835.4192842,549.8485168
3121,65648.97779,65652.92159,63016.96104,58128.67855,61.57771921,60.73044451,60.35359022,988.6424384,0,643.4473881,401.4880144,730.6885843,472.4782791,826.2777653,542.783731
3122,63933.83544,65126.75301,63183.44337,58540.61803,48.35069383,54.72909124,59.87355732,0,1715.142349,551.5263327,589.1529193,678.4965426,561.2399983,813.1943637,544.9917875
3123,60448.56251,64170.06552,63273.82142,58904.64217,32.03646401,44.99807911,58.4392715,0,3485.27293,472.7368566,1002.884349,630.0325038,770.0994934,796.9821015,566.7961953
3124,60603.65587,63533.2943,63265.62642,59296.50778,33.20650538,45.46278037,57.30233049,155.0933548,0,427.3592135,859.6151566,596.1082789,715.0923868,779.3810116,580.7399553
3125,56987.32234,62387.81961,63000.83263,59604.50087,22.6152287,37.50570763,55.35299407,0,3616.333529,366.3078973,1253.432067,553.5291161,922.3238969,759.7108633,612.772913
