,Price,MA 7,MA 20,MA 50,RSI 7,RSI 14,RSI 21,Gain,Loss,Average Gain (7),Average Loss (7),Average Gain (14),Average Loss (14),Average Gain (21),Average Loss (21)
857,230.0509,228.4337429,231.3817343,259.0525872,49.47684263,42.11726143,38.82712643,3.4851,0,1.891229169,1.931224061,1.886273633,2.592350022,1.903053265,2.998296487
858,234.7495,229.3310571,230.2284193,258.1801212,58.06749017,46.4396514,39.57195484,4.6986,0,2.292282145,1.655334909,2.087154088,2.407182163,1.921587974,2.934345935
859,239.1289,230.9113,229.3316943,257.4730212,64.61082044,50.17437492,40.56464088,4.3794,0,2.590441838,1.418858493,2.250885939,2.23524058,1.953438158,2.862179867
860,240.503,232.4005714,228.7030143,256.8269576,66.52306814,51.32131907,41.50818685,1.3741,0,2.416678719,1.216164423,2.188258372,2.075580539,1.975497232,2.783798179
861,243.5587,234.7428,229.5829393,256.1532236,70.63912871,53.86463623,42.55568734,3.0557,0,2.507967473,1.042426648,2.250218488,1.927324786,2.000852958,2.700875725
862,237.9452,236.0717143,229.7483043,255.4132699,55.90682295,48.81855395,43.08017574,0,5.6135,2.149686406,1.695437127,2.089488596,2.190623015,2.007940265,2.652997697
863,238.7763,237.8160714,230.0704993,254.6652839,57.44000356,49.57178537,43.58758186,0.8311,0,1.961316919,1.453231823,1.999603696,2.034149943,2.005720105,2.595865988
864,240.0007956,239.2374851,230.613099,253.9530298,59.8402909,50.7224626,44.1174774,1.224495644,0,1.856056737,1.245627277,1.944238835,1.888853518,1.998593278,2.531568907
865,234.9098,239.2603851,230.996319,252.8823314,46.98659788,46.02067433,44.22083483,0,5.090995644,1.590905774,1.794965615,1.805364633,2.117577956,1.979179588,2.49649256
866,230.5048,238.0283708,232.0168398,251.7246643,38.61386115,42.36166413,44.00802564,0,4.405,1.363633521,2.16782767,1.676410016,2.280965245,1.94986787,2.480841851
867,230.21,236.5579422,232.4609248,250.494789,38.08399727,42.12030242,43.80971987,0,0.2948,1.168828732,1.900252289,1.556666444,2.139096299,1.91267553,2.453194729
868,229.9118,234.6083851,232.6931848,249.240729,37.47710161,41.86048726,43.62160461,0,0.2982,1.001853199,1.671387676,1.445475983,2.007603706,1.869303038,2.415965821
869,228.464,233.2539279,232.9678648,247.930143,34.37430601,40.55257954,43.35969456,0,1.4478,0.858731313,1.639446579,1.342227699,1.967617727,1.821180575,2.378988715
870,232.746,232.3924565,233.0222498,246.810673,48.95622908,45.93313133,43.53728739,4.282,0,1.347769697,1.405239925,1.552211435,1.827073604,1.7986372,2.332619725
871,232.354,231.3000571,233.2165348,245.721021,47.82135171,45.52688836,43.65898313,0,0.392,1.155231169,1.260491364,1.441339189,1.724568346,1.767998818,2.281565993
872,231.2733,230.7805571,233.3768398,244.6729658,44.50318683,44.36202513,43.68155512,0,1.0807,0.990198145,1.234806884,1.33838639,1.67857775,1.73096069,2.231720321
873,230.6597,230.8026857,233.4059198,243.6721318,42.5475954,43.67867806,43.65371424,0,0.6136,0.848741267,1.146063043,1.242787362,1.602507911,1.688950242,2.180022356
874,226.4528,230.2659429,233.3704048,242.5666538,31.48203454,39.21822081,43.30076605,0,4.2069,0.727492515,1.583325466,1.154016836,1.788535917,1.64316654,2.151608218
875,229.8831,230.2618429,233.4324198,241.5277184,45.07176289,44.22019541,43.35660234,3.4303,0,1.11360787,1.357136113,1.316608491,1.660783352,1.617949461,2.113776213
876,229.8658,230.4621,233.5974198,240.4402484,45.01922591,44.20043967,43.40253018,0,0.0173,0.954521031,1.165730954,1.222565027,1.543391684,1.586357631,2.068631201
877,233.9255,230.6306,233.7911498,239.4907371,58.32013944,49.86125128,43.87622025,4.0597,0,1.398118027,0.999197961,1.425217525,1.433149421,1.57739384,2.017705808
878,234.9767,231.0052714,233.8025098,238.6300031,61.15872688,51.24062562,44.39045185,1.0512,0,1.348558309,0.856455395,1.398501988,1.330781605,1.56649691,1.96240817
879,234.5279,231.4702143,233.5724598,237.7503849,59.15212749,50.60057215,44.78815333,0,0.4488,1.155907122,0.79821891,1.298608989,1.267782919,1.546945015,1.906970586
880,232.8347,231.7809286,233.1890448,237.2110643,51.68777295,48.15659199,44.97444126,0,1.6932,0.990777533,0.926073351,1.205851204,1.298169853,1.52046085,1.860261194
881,239.2765,233.6128857,232.9749348,236.7098246,69.03266214,56.7210951,45.85317848,6.4418,0,1.769495028,0.793777158,1.579847546,1.205443435,1.53231962,1.80947624
882,237.2262,234.6619,232.9389848,236.1827846,60.91228289,53.68141791,46.3940589,0,2.0503,1.516710024,0.973280421,1.467001293,1.265790333,1.531576306,1.769657391
883,236.0463,235.5448286,232.8024848,235.5063746,56.45377768,51.95585873,46.73310052,0,1.1799,1.300037164,1.002797504,1.362215486,1.259655309,1.520550632,1.733140254
884,237.7358,236.0891571,232.689235,234.9068386,61.19832381,54.22485253,47.20930867,1.6895,0,1.355674712,0.859540718,1.385592952,1.16967993,1.512699398,1.691540276
885,237.2593,236.4152429,232.80671,234.3789083,59.0802645,53.45802939,47.56279163,0,0.4765,1.162006896,0.804820615,1.286622027,1.120167077,1.495999755,1.64931553
886,238.9718,237.0500857,233.23006,233.8557823,64.26583657,55.87322009,48.06011945,1.7125,0,1.240648768,0.689846242,1.317041882,1.040155143,1.483840184,1.603626516
887,238.6566,237.8817857,233.65239,233.4193896,62.56334017,55.30435886,48.44864654,0,0.3152,1.063413229,0.63632535,1.222967462,0.988372633,1.463819853,1.557564556
888,240.3238,238.0314,234.17299,233.0695496,67.82343942,57.75438355,48.97730966,1.6672,0,1.149668482,0.545421729,1.254698357,0.917774588,1.448860264,1.509367279
889,246.444,239.3482286,235.07199,232.8571616,79.911716,65.27865458,50.14806835,6.1202,0,1.859744413,0.467504339,1.602234189,0.85221926,1.468426176,1.459754758
890,243.2229,240.3734571,235.595835,232.6600876,64.93297104,59.29302717,50.74290499,0,3.2211,1.59406664,0.860875148,1.48778889,1.021425027,1.474409055,1.431236681
891,242.9008,241.1113143,236.123175,232.9988996,63.54343767,58.71327024,51.19964082,0,0.3221,1.366342834,0.783907269,1.381518255,0.97147324,1.469263045,1.400411471
892,244.2051,242.1035714,236.769765,233.1902436,66.89068261,60.40172732,51.73551852,1.3043,0,1.357479572,0.671920517,1.376002665,0.902082294,1.463940022,1.365721425
893,245.3209,243.0105857,237.502825,233.4500136,69.67000995,61.83949017,52.31774316,1.1158,0,1.322953919,0.575931871,1.35741676,0.837647844,1.457226398,1.328112399
894,247.5392,244.2795286,238.557145,233.8178216,74.61292218,64.59201257,53.06973569,2.2183,0,1.450860502,0.49365589,1.41890842,0.777815856,1.45692326,1.288376375
895,245.5661,245.0284286,239.341295,234.1842356,63.81991514,60.41761533,53.43818081,0,1.9731,1.243594716,0.705005048,1.317557819,0.863193294,1.446764758,1.260596788
896,249.4051,245.4514429,240.31826,234.9704499,72.76325013,65.13841705,54.19884832,3.839,0,1.6143669,0.604290041,1.497660832,0.801536631,1.454745813,1.229344086
897,252.6956,246.8046857,241.256765,235.5977959,78.16140345,68.59567465,55.21276841,3.2905,0,1.853814485,0.517962893,1.625720772,0.744284014,1.473749083,1.195468791
898,254.6295531,248.4802219,242.2394077,236.185055,80.7741978,70.45050189,56.27262553,1.933953075,0,1.865262855,0.443968194,1.647737365,0.69112087,1.492392596,1.159683048
899,262.3735,251.0757076,243.6316877,236.973117,87.66716947,76.44880122,57.99855734,7.743946925,0,2.705074865,0.380544166,2.083180905,0.641755094,1.55013937,1.122581196
900,270.3646,254.653379,245.5081827,237.747243,91.38547065,80.7836814,60.20705629,7.9911,0,3.460221313,0.326180714,2.505175126,0.595915444,1.641095653,1.084657364
901,262.2345,256.7527076,246.6560827,238.422567,67.30090505,67.22626155,60.73762385,0,8.1301,2.965903983,1.441026326,2.326234046,1.134071484,1.704181764,1.101627315
902,264.2094,259.4160362,248.0052427,239.145411,69.5734398,68.60459228,61.33369477,1.9749,0,2.824331985,1.235165422,2.301138757,1.053066378,1.757522251,1.107986272
903,270.2664,262.3962219,249.7162477,239.949177,75.63294429,72.43374255,62.34136874,6.057,0,3.286141702,1.058713219,2.56941456,0.977847351,1.830313653,1.105639936
904,267.0187,264.442379,251.1803927,240.746289,67.25437412,67.66808139,62.66845772,0,3.2477,2.816692887,1.371425616,2.385884949,1.139979683,1.877284093,1.118296397
905,273.573,267.1485857,252.9960777,241.644893,74.02849845,71.71295463,63.46639343,6.5543,0,3.35063676,1.175507671,2.683628881,1.058552563,1.947443744,1.121020744
906,277.3884,269.2935714,254.9169077,242.661345,77.22786608,73.77011552,64.39184615,3.8154,0,3.417031509,1.007578004,2.764469675,0.982941665,2.017424114,1.115618708
907,282.9566,271.0924286,257.1319077,243.719459,81.17606512,76.46062783,65.53693145,5.5682,0,3.724341293,0.863638289,2.964736127,0.912731546,2.098705884,1.103619641
908,284.749,274.3087857,259.3531677,244.719449,82.32680528,77.26891118,66.5675774,1.7924,0,3.44834968,0.740261391,2.880997832,0.847536436,2.162974636,1.086316867
909,285.5159,277.3525714,261.3067627,245.647189,82.85013822,77.62295738,67.44464797,0.7669,0,3.06528544,0.634509763,2.729990844,0.786998119,2.205941817,1.064802243
910,294.8094,280.8587143,263.8860877,246.733317,87.91113364,81.40308059,68.76165002,9.2935,0,3.955030377,0.543865511,3.198812927,0.730783968,2.289231749,1.039995732
911,303.6366,286.0898429,266.9228777,247.934875,90.89017125,84.14307988,70.34092228,8.8272,0,4.651054609,0.466170438,3.600840575,0.678585113,2.401699504,1.012670718
912,313.9073,291.8518857,270.4079877,249.454117,93.17367307,86.61430412,72.14357301,10.2707,0,5.453861093,0.399574661,4.077259105,0.630114748,2.547040532,0.983475668
913,325.8006,298.7679143,274.4319727,251.194603,94.90055658,88.79246702,74.12015197,11.8933,0,6.373780937,0.342492567,4.63554774,0.585106551,2.729266266,0.952952663
914,312.2783,302.9567286,277.6689277,252.6401531,71.05672153,74.04045216,73.83055986,0,13.5223,5.463240803,2.2253222,4.304437188,1.509191798,2.859455529,1.013541688
915,324.9971,308.7064571,281.6404777,254.4418991,77.31199182,77.7798558,74.17142359,12.7188,0,6.49974926,1.907419029,4.905463103,1.401392384,3.03280285,1.056107276
916,350.7678,318.0281571,286.7086127,256.8471591,84.98365424,83.09379065,75.44179447,25.7707,0,9.252742223,1.634930596,6.395837167,1.301292928,3.328990439,1.083670291
917,398.2369,332.8035143,293.9856777,260.2076971,91.30318572,88.53344902,77.89069544,47.4691,0,14.71222191,1.401369082,9.329641655,1.208343433,3.87104908,1.098798805
918,404.3588,347.1924,301.47214,263.6966371,91.82107718,89.0239408,79.68398777,6.1219,0,13.48503306,1.201173499,9.100517251,1.122033188,4.328857841,1.103673791
919,387.473,357.7017857,307.727115,266.8768171,77.05510132,78.98754782,79.36507068,0,16.8858,11.55859977,3.441834428,8.450480305,2.248016531,4.673131266,1.215014773
920,372.826,364.4197,312.850185,269.6784171,66.27029169,71.46169251,77.88995967,0,14.647,9.907371229,5.042572367,7.846874568,3.133658208,4.922380788,1.397279421
921,387.06,375.1028,319.09146,272.7725371,70.88966775,74.04935892,77.15406789,14.234,0,10.52546105,4.322204886,8.303097814,2.909825479,5.189194134,1.536561586
922,371.502,381.7463571,324.45609,275.5771111,60.35010985,66.90816713,75.47336667,0,15.558,9.02182376,5.927318474,7.710019398,3.813266516,5.371700307,1.745645247
923,380.644,386.0143857,329.97497,278.5767971,64.01756064,68.81150523,74.43959349,9.142,0,9.038991794,5.080558692,7.812303727,3.540890336,5.546333235,1.904450649
924,336.873,377.2481143,333.467685,280.7852011,42.20925138,53.07201585,70.90491539,0,43.771,7.747707252,10.60776459,7.254282032,6.414469598,5.651160569,2.31889417
925,305.983,363.1944286,335.088185,282.3071991,32.96362948,45.21237001,66.64770841,0,30.89,6.640891931,13.50522679,6.73611903,8.162721769,5.698290634,2.851576676
926,337.955,356.1204286,338.116515,284.4689831,46.98590553,52.97490628,64.42129401,31.972,0,10.25962165,11.57590868,8.538681956,7.579670214,5.915496873,3.267021057
927,337.372,351.0555714,340.837285,286.5379131,46.77774764,52.82792294,62.78291735,0,0.583,8.793961418,10.00549315,7.928776102,7.079908056,6.052566613,3.587900681
928,331.501,343.1185714,343.174885,288.4683991,44.46345241,51.28475086,61.30237509,0,5.871,7.537681216,9.414851275,7.362434952,6.993557481,6.123286356,3.865374519
929,320.484,335.8302857,344.92329,290.1875211,40.11816439,48.42606796,59.72202177,0,11.017,6.460869613,9.643729665,6.836546741,7.280946232,6.13936175,4.140534288
930,331.353,328.7887143,346.75047,292.1578871,46.17282749,51.30964524,58.78033355,10.869,0,7.090602526,8.266053998,7.124579117,6.760878644,6.184658929,4.336987607
931,335.111,328.537,348.32419,294.0745771,48.28217954,52.30264136,58.13865271,3.758,0,6.614516451,7.085189141,6.88410918,6.277958741,6.205128335,4.467854347
932,335.447,332.7461429,349.401175,296.0389931,48.49272475,52.39612038,57.63374175,0.336,0,5.717585529,6.073019264,6.416387096,5.829533117,6.181912011,4.544290772
933,325.568,330.9765714,349.389545,297.8294271,42.55072515,49.33464869,56.86521533,0,9.879,4.900787596,6.616730798,5.958073732,6.118780751,6.120906087,4.642978392
934,321.417,328.6972857,349.84648,299.5030511,40.13962171,48.06385757,56.08983754,0,4.151,4.200675083,6.264483541,5.532497037,5.978224983,6.029466515,4.720192923
935,325.159,327.7912857,349.854575,301.2610451,43.50633744,49.33092817,55.55708205,3.742,0,4.135150071,5.369557321,5.404604391,5.551208913,5.93926097,4.751115037
936,323.395,328.2071429,348.485935,302.9495091,42.20097514,48.7274188,55.05225189,0,1.764,3.544414346,4.854477704,5.01856122,5.280693991,5.825220655,4.756037069
937,322.829,326.9894286,344.71554,304.6329571,41.73225349,48.52229851,54.60928198,0,0.566,3.03806944,4.241838032,4.660092562,4.943930134,5.692499168,4.7315514
938,319.979,324.8277143,340.49655,306.2260611,39.17608883,47.43940058,54.13242457,0,2.85,2.60405952,4.043004027,4.327228807,4.794363696,5.545430613,4.69876343
939,328.169,323.788,337.53135,307.8605611,49.53854268,50.8350693,53.9834366,8.19,0,3.402051017,3.465432023,4.603141035,4.451909146,5.443364918,4.640033363
940,356.245,328.1704286,336.7023,310.1210031,69.98798707,60.30306402,54.73214834,28.076,0,6.926900872,2.970370306,6.279773819,4.133915636,5.514009488,4.560525598
941,359.011,333.541,335.29985,312.4432071,71.3236866,61.09789951,55.43238516,2.766,0,6.332486461,2.546031691,6.028789974,3.838635948,5.552984582,4.464597317
942,356.212,337.9771429,334.53535,314.6833451,67.7632334,59.79320892,55.90641809,0,2.799,5.427845538,2.58217002,5.598162119,3.764376237,5.54702558,4.374957922
943,371.488,344.8475714,334.07755,317.2066871,75.53840267,64.2767729,56.76251931,15.276,0,6.834724747,2.213288589,6.289436253,3.49549222,5.608344588,4.272021287
944,378.265,352.767,336.14715,319.8212031,78.25314971,66.08371704,57.67113404,6.777,0,6.826478355,1.897104505,6.324262235,3.245814204,5.666350957,4.158930012
945,363.45,358.9771429,339.0205,322.1788811,60.99018243,59.05176675,57.82563345,0,14.815,5.851267161,3.742518147,5.872529219,4.072184618,5.675156491,4.139100875
946,358.82,363.3558571,340.06375,324.3671791,56.44970596,57.01004419,57.7660503,0,4.63,5.015371852,3.869301269,5.453062846,4.112028574,5.643738175,4.126253275
947,360.954,364.0285714,341.24285,326.5323471,58.125985,57.73537965,57.78007147,2.134,0,4.603747302,3.316543945,5.215986928,3.818312247,5.5942148,4.087695688
948,362.767,364.5651429,342.80615,328.695096,59.66481094,58.37789576,57.84626097,1.813,0,4.205069116,2.842751953,4.972916433,3.545575658,5.528065005,4.028412653
949,390.645,369.4841429,346.3142,331.260526,75.69082932,66.7486535,58.73546479,27.878,0,7.586916385,2.436644531,6.608993831,3.292320254,5.626105547,3.952614171
950,394.011,372.7017143,349.4471,333.733454,76.97925733,67.59602949,59.56037899,3.366,0,6.98392833,2.088552455,6.377351414,3.057154522,5.690763775,3.863849327
951,394.355,375.0002857,352.4093,336.375864,77.12382281,67.68666069,60.25133618,0.344,0,6.03536714,1.790187819,5.946397742,2.838786342,5.707173459,3.765103541
952,412.93,382.0688571,356.28345,339.350276,83.60842257,72.20699102,61.35114866,18.575,0,7.826743263,1.534446702,6.84844076,2.636015889,5.808105355,3.658881787
953,417.368,390.4328571,360.87345,342.292308,84.80874685,73.17261884,62.37688322,4.438,0,7.342637083,1.31524003,6.67626642,2.447729039,5.881178294,3.547279798
954,416.91,398.4265714,365.6481,345.290134,84.06755399,72.89116191,63.20515055,0,0.458,6.293688928,1.192777169,6.199390248,2.305605537,5.900821658,3.435160626
955,452.415,411.2334286,372.0109,348.866974,91.10131166,79.48046606,64.82214352,35.505,0,10.46673337,1.02238043,8.292648087,2.140919427,6.118246025,3.320266331
956,434.903,417.556,377.5863,352.017266,72.64639681,70.39214307,65.3025827,0,17.512,8.971485743,3.378040369,7.700316081,3.238853754,6.254114583,3.323017475
957,435.815,423.528,383.2356,355.074434,72.97897602,70.58081089,65.70927622,0.912,0,7.820130637,2.895463173,7.215436361,3.007507057,6.328686776,3.302657747
958,443.277,430.5168571,389.4005,358.244994,75.78894465,72.14482895,66.21857132,7.462,0,7.768969117,2.481825577,7.233048049,2.792685124,6.397271649,3.2635705
959,464.999,437.9552857,396.242,361.834656,82.10797585,76.12407286,67.13964302,21.722,0,9.762259243,2.127279066,8.267973189,2.593207615,6.557509154,3.209461384
960,453.914,443.1761429,401.12545,365.016748,71.06524,70.582745,67.36281648,0,11.085,8.36765078,3.406953485,7.677403675,3.199764214,6.643706374,3.21886577
961,456.473,448.828,405.99855,368.073476,72.0766792,71.10565147,67.60015753,2.559,0,7.537843526,2.920245844,7.311803413,2.971209628,6.686284334,3.204645774
962,463.816,450.4567143,411.37875,371.07165,75.00201021,72.6101752,67.95676976,7.343,0,7.510008736,2.503067867,7.31403174,2.758980368,6.725509305,3.171237302
963,462.053,454.3352857,415.907,373.796698,72.8638242,71.64559335,68.16643008,0,1.763,6.437150345,2.397343886,6.791600902,2.687838914,6.711777926,3.134385235
964,441.129,455.0944286,419.0502,376.373712,52.24184734,61.24640821,67.35582364,0,20.924,5.517557439,5.044009045,6.306486552,3.990421848,6.654910284,3.225319702
965,437.809,454.3132857,422.76815,378.62995,49.64109016,59.76413413,66.54103135,0,3.32,4.729334948,4.797722038,5.856023226,3.942534573,6.56321622,3.300196003
966,436.237,450.2044286,426.639,380.339334,48.31246722,59.03558159,65.79732911,0,1.572,4.053715669,4.336904604,5.437735853,3.773210675,6.443716194,3.34956308
967,442.821,448.6197143,430.73235,381.231016,54.29041094,61.17060589,65.33859754,6.584,0,4.41518486,3.717346804,5.519611864,3.503695627,6.347119464,3.36707659
968,454.907,448.396,435.33935,382.24198,63.36457807,64.7975917,65.25401501,12.086,0,5.511015594,3.18629726,5.988639588,3.253431654,6.307304994,3.358468051
969,455.742,447.2425714,438.5942,383.60736,63.94155328,65.0405537,65.20453137,0.835,0,4.843013366,2.731111937,5.620522474,3.021043678,6.237576821,3.32859395
970,417.092,440.8195714,439.74825,384.49268,34.5539758,48.39169346,63.39363792,0,38.65,4.151154314,7.862381661,5.219056583,5.56596913,6.138223368,3.544488603
971,423.925,438.3618571,441.22675,385.22998,40.22079614,50.78997661,62.11885617,6.833,0,4.534275126,6.739184281,5.334338256,5.168399906,6.061844881,3.696616969
972,420.708,435.9188571,441.61565,386.2141,38.39473916,49.62082942,60.94906627,0,3.217,3.886521537,6.236015098,4.953314095,5.029014199,5.958258055,3.817540689
973,432.154,435.3355714,442.35495,387.2443,48.16367653,53.70421156,60.30854053,11.446,0,4.966447031,5.345155798,5.417077374,4.669798899,5.911028958,3.890284266
974,426.811,433.0484286,442.85,389.04306,44.33495306,51.60165002,59.56265388,0,5.343,4.256954598,5.344847827,5.030143276,4.717884692,5.832263513,3.959549197
975,431.139,429.653,441.7862,391.54618,48.22457098,53.20000394,59.07251496,4.328,0,4.267103941,4.581298137,4.979990184,4.380892928,5.757732104,3.98915629
976,434.427,426.608,441.7624,393.47562,51.24412409,54.43123315,58.76190974,3.288,0,4.12723195,3.926826975,4.859133743,4.067972005,5.68008924,3.986188227
977,434.326,429.07,441.68795,395.4147,51.13724503,54.38390302,58.49849675,0,0.101,3.537627386,3.380280264,4.512052761,3.784616861,5.578067247,3.957335467
978,430.198,429.9661429,441.034,397.38864,46.51157427,52.37919397,58.10226918,0,4.128,3.032252045,3.487097369,4.189763278,3.809144229,5.456837952,3.934943176
979,433.534,431.7984286,439.46075,399.64964,50.71483873,53.8594432,57.87121372,3.336,0,3.07564461,2.988940602,4.128780187,3.537062498,5.343447792,3.889895435
980,432.115,431.7928571,438.3708,401.66488,48.81134767,53.10330584,57.61377029,0,1.419,2.636266808,2.764663373,3.833867316,3.385772319,5.214534412,3.836312956
981,431.343,432.4402857,437.1143,403.58952,47.67556986,52.67007203,57.36019311,0,0.772,2.259657264,2.479997177,3.560019651,3.199074297,5.073825977,3.77172649
982,456.434,436.0538571,436.7452,406.00926,72.20197752,63.18320419,57.97514855,25.091,0,5.521277655,2.125711866,5.097946819,2.97056899,5.095133199,3.693344841
983,454.6963,438.9494714,436.377365,408.591826,69.56723723,62.15352122,58.40707987,0,1.7377,4.732523704,2.0702816,4.73380776,2.882506919,5.077866081,3.616056116
984,448.709,441.0041857,436.756365,411.137666,60.66802464,58.60938849,58.49080255,0,5.9873,4.05644889,2.629855657,4.395678634,3.104277853,5.029227167,3.569094189
985,447.207,443.4340429,437.226265,413.578626,58.47860246,57.72019631,58.49039483,0,1.502,3.476956191,2.46873342,4.081701589,2.989829435,4.955309501,3.516696057
986,448.349,445.5504714,437.831865,416.077706,59.76655494,58.23897302,58.52881449,1.142,0,3.143391021,2.116057217,3.871722904,2.77627019,4.869027669,3.449998969
987,445.792,447.5043286,437.980415,418.536966,55.28673808,56.56538872,58.43655451,0,2.557,2.694335161,2.179049043,3.595171268,2.760608034,4.765470883,3.389477544
988,432.12,447.6153286,436.841065,420.779786,37.67220353,48.53439146,57.68436614,0,13.672,2.309430138,3.82089918,3.33837332,3.539993174,4.648516562,3.410021432
989,429.243,443.7309,435.516115,422.801266,34.93933091,47.02150032,56.91197115,0,2.877,1.979511547,3.68605644,3.099918083,3.492636519,4.521421085,3.423165956
990,365.912,431.0474286,432.957115,422.994606,12.2035875,27.04005686,53.31463555,0,63.331,1.696724183,12.20676266,2.878495363,7.766805339,4.386911708,3.841432466
991,384.813,421.9194286,431.001515,423.510646,28.42142211,35.80740814,51.28390804,18.901,0,4.154477871,10.46293943,4.02295998,7.212033529,4.37584343,4.156742321
992,386.356,413.2264286,429.283915,424.113526,29.65894407,36.47848245,49.78058996,1.543,0,3.781409604,8.968233793,3.845819981,6.696888277,4.347537058,4.385860963
993,385.132,404.1954286,426.932815,424.386406,29.19186122,36.15558746,48.5500476,0,1.224,3.241208232,7.86191468,3.571118554,6.305967686,4.294854733,4.55138733
994,379.015,394.6558571,424.543015,424.401406,26.736856,34.51148121,47.34002096,0,6.117,2.778178484,7.612641154,3.316038657,6.292469994,4.222632054,4.697161322
995,418.848,392.7598571,423.928465,425.509366,55.29773175,50.34580783,47.94189589,39.833,0,8.071724415,6.525120989,5.924393039,5.843007851,4.405922167,4.78420702
996,407.815,389.6987143,422.597865,426.489266,49.11098923,46.95901454,48.02512313,0,11.033,6.918620927,7.169103705,5.501222108,6.213721576,4.525574489,4.897773529
997,377.21,391.3127143,419.742065,426.814386,36.05597117,39.10124312,47.06442561,0,30.605,5.930246509,10.51708889,5.108277671,7.955955749,4.592463632,5.165359975
998,389.641,392.0024286,417.714215,427.351866,43.20971399,43.25469085,46.77447615,12.431,0,6.858925579,9.01464762,5.631329266,7.387673196,4.700390392,5.348659386
999,403.056,394.3881429,416.190315,427.600086,50.22118696,47.42215966,47.02159033,13.415,0,7.795507639,7.726840817,6.187305747,6.859982253,4.847776927,5.461906121
1000,392.326,395.4158571,414.200865,427.566386,45.03293246,44.60067587,46.88809272,0,10.73,6.681863691,8.155863558,5.745355337,7.136412092,4.935114392,5.590189809
1001,392.456,397.336,412.256515,427.528406,45.11308063,44.6436485,46.78682329,0.13,0,5.745883164,6.990740192,5.344258527,6.626668371,4.973722429,5.656882684
1002,394.491,393.8564286,409.159365,427.159626,46.53676619,45.35817523,46.77430164,2.035,0,5.215756997,5.992063022,5.107882918,6.153334916,4.985247885,5.672843653
1003,379.552,389.8188571,405.40215,426.403306,38.07774122,41.15817841,46.32030538,0,14.939,4.470648855,7.270196876,4.743034138,6.780882422,4.960743169,5.748908092
1004,378.912,390.062,401.9123,425.643346,37.73491603,40.9830965,45.93169168,0,0.64,3.831984733,6.323025894,4.404245985,6.342247964,4.906992767,5.776247035
1005,376.921,388.2448571,398.398,424.133466,36.54087681,40.40723212,45.55257601,0,1.991,3.284558342,5.704165052,4.089656986,6.031444538,4.829733985,5.772814559
1006,364.352,382.7157143,394.19815,422.722446,29.63451555,36.88380488,44.870004,0,12.569,2.815335722,6.684855759,3.79753863,6.498412785,4.733810258,5.816245093
1007,371.041,379.675,390.4606,421.426966,37.0245866,39.88789723,44.54568617,6.689,0,3.368716333,5.729876365,4.004071585,6.034240443,4.668805786,5.812132296
1008,372.868,376.8767143,387.498,420.018786,39.06391707,40.71785955,44.34271749,1.827,0,3.148471143,4.911322598,3.848566472,5.603223269,4.596408898,5.769236596
1009,368.124,373.11,384.44205,418.081286,35.57409443,39.20422797,44.03317802,0,4.744,2.698689551,4.88741937,3.573668867,5.541850178,4.50604131,5.7272453
1010,388.376,374.3705714,385.56525,416.770526,55.41262494,48.07776109,44.5326418,20.252,0,5.206305329,4.189216603,4.764978234,5.146003737,4.539387216,5.654005838
1011,385.733,375.345,385.61125,415.355726,52.9310057,47.11134832,44.86616034,0,2.643,4.462547425,3.968328517,4.424622645,4.967217756,4.535728178,5.573735489
1012,374.905,375.057,385.0387,413.577506,43.5985428,43.2735941,44.8134438,0,10.828,3.82504065,4.948281586,4.108578171,5.385845059,4.501885915,5.54395197
1013,375.517,376.652,384.55795,411.846786,44.24673883,43.5534772,44.79276916,0.612,0,3.366034843,4.241384216,3.858822587,5.00114184,4.447797768,5.481924934
1014,371.136,376.6655714,384.164,410.446926,40.3718169,41.95756782,44.63920545,0,4.381,2.885172723,4.261329328,3.583192402,4.956845995,4.373387052,5.423801334
1015,373.909,376.8142857,381.91705,409.168926,43.99375914,43.37198662,44.61841466,2.773,0,2.869148048,3.652567996,3.525321516,4.602785566,4.301756623,5.339456889
1016,379.829,378.4864286,380.51775,408.040766,51.35346537,46.37630316,44.83594523,5.92,0,3.304984041,3.130772568,3.69636998,4.274015169,4.254291262,5.234281445
1017,377.058,376.8695714,380.51015,406.725506,47.91505539,45.16835543,44.92897484,0,2.771,2.832843464,3.079376487,3.432343552,4.166656942,4.186603272,5.131666923
1018,382.72,376.4391429,380.1641,405.281766,55.08419759,48.14068405,45.23940099,5.662,0,3.237008683,2.63946556,3.591604727,3.869038589,4.141384482,5.012990668
1019,390.424,378.6561429,379.5325,403.975406,63.1383974,51.95685706,45.81995822,7.704,0,3.8751503,2.262399051,3.885347247,3.59267869,4.128706664,4.882010115
1020,404.144,382.7457143,380.1234,403.716446,73.14409974,57.89867758,46.87259449,13.72,0,5.2815574,1.939199187,4.587822443,3.336058784,4.183604318,4.741876261
1021,399.379,386.7804286,380.46955,403.225526,65.89654365,55.3388443,47.57759826,0,4.765,4.5270492,2.342885017,4.26012084,3.438126013,4.199958836,4.627638583
1022,407.013,391.5095714,381.09565,402.951626,71.22564442,58.50419047,48.4768563,7.634,0,4.970899314,2.008187158,4.501112209,3.192545584,4.236670287,4.502902801
1023,416.85,396.7982857,382.96055,402.645546,76.69934433,62.21996076,49.62127953,9.837,0,5.666056555,1.721303278,4.882247051,2.964506614,4.3047363,4.370445681
